x, p
490, 0.0
491, 0.0
492, 0.0
493, 0.0
494, 0.0
495, 0.0
496, 0.0
497, 0.0
498, 0.0
499, 0.0
500, 0.0
501, 0.0
502, 0.0
503, 0.0
504, 0.0
505, 0.0
506, 0.0
507, 0.0
508, 0.0
509, 0.0
510, 0.0
511, 0.0
512, 0.0
513, 0.0
514, 0.0
515, 0.0
516, 0.0
517, 0.0
518, 0.0
519, 0.0
520, 0.0
521, 0.0
522, 0.0
523, 0.0
524, 0.0
525, 0.0
526, 0.0
527, 0.0
528, 0.0
529, 0.0
530, 0.0
531, 0.0
532, 0.0
533, 0.0
534, 0.0
535, 0.0
536, 0.0
537, 0.0
538, 0.0
539, 0.0
540, 0.0
541, 0.0
542, 0.0
543, 0.0
544, 0.0
545, 0.0
546, 0.0
547, 0.0
548, 0.0
549, 0.0
550, 0.0
551, 0.0
552, 0.0
553, 0.0
554, 0.0
555, 0.0
556, 0.0
557, 0.0
558, 0.0
559, 0.0
560, 0.0
561, 0.0
562, 0.0
563, 0.0
564, 0.0
565, 0.0
566, 0.0
567, 0.0
568, 0.0
569, 0.0
570, 0.0
571, 0.0
572, 0.0
573, 0.0
574, 0.0
575, 0.0
576, 0.0
577, 5e-324
578, 2.5e-323
579, 8e-323
580, 2.87e-322
581, 1.013e-321
582, 3.56e-321
583, 1.251e-320
584, 4.3863e-320
585, 1.5356e-319
586, 5.3668e-319
587, 1.87244e-318
588, 6.521696e-318
589, 2.267645e-317
590, 7.8714203e-317
591, 2.7276935e-316
592, 9.436345e-316
593, 3.258960304e-315
594, 1.123628064e-314
595, 3.8675466805e-314
596, 1.3289824835e-313
597, 4.5590554878e-313
598, 1.56136214699e-312
599, 5.33834670624e-312
600, 1.82215567573e-311
601, 6.2092759133023e-311
602, 2.11239153994086e-310
603, 7.1744243346598e-310
604, 2.43265248963252e-309
605, 8.23483024590203e-309
606, 2.7829921359078763e-308
607, 9.389732939593052e-308
608, 3.1628574112328796e-307
609, 1.0636341507727482e-306
610, 3.5710208865279663e-306
611, 1.1969641203945493e-305
612, 4.0055269911243183e-305
613, 1.3382250045390174e-304
614, 4.463656041199821e-304
615, 1.486433751606241e-303
616, 4.941909615727928e-303
617, 1.640361570990999e-302
618, 5.436020222308595e-302
619, 1.7985411010158548e-301
620, 5.940987378839198e-301
621, 1.959282150059556e-300
622, 6.451141227207105e-300
623, 2.1206961851226013e-299
624, 6.960233633226419e-299
625, 2.280729356935395e-298
626, 7.461555468055953e-298
627, 2.4372034447506706e-297
628, 7.94807747586971e-297
629, 2.5878636996154174e-296
630, 8.412610883831055e-296
631, 2.730432185431169e-295
632, 8.847982778113138e-295
633, 2.8626648861882966e-294
634, 9.247220326364702e-294
635, 2.9824105871487363e-293
636, 9.603737236604555e-293
637, 3.087669365867126e-292
638, 9.911515456577258e-292
639, 3.176648459321436e-291
640, 1.0165275069833987e-290
641, 3.2478133140412255e-290
642, 1.0360625649775663e-289
643, 3.299931777718002e-289
644, 1.0494192982559916e-288
645, 3.332109647796097e-288
646, 1.0563716035120454e-287
647, 3.3438161421841203e-287
648, 1.0568110276525578e-286
649, 3.3348982814085374e-286
650, 1.0507494892808021e-285
651, 3.305583646767729e-285
652, 1.0383182988625545e-284
653, 3.2564714794341887e-284
654, 1.0197635458532505e-283
655, 3.188512583063388e-283
656, 9.954380747132552e-283
657, 3.1029789604425898e-282
658, 9.6579041200457e-282
659, 3.0014245277469366e-281
660, 9.313511261862523e-281
661, 2.8856385876379526e-280
662, 8.92717194483579e-280
663, 2.7575939883915773e-279
664, 8.505350132867645e-279
665, 2.619392040919127e-278
666, 8.054827176878556e-278
667, 2.4732063055839457e-277
668, 7.582524721308143e-277
669, 2.3212272988406137e-276
670, 7.095333594068122e-276
671, 2.165610015001229e-275
672, 6.59995433143216e-275
673, 2.0084259243348256e-274
674, 6.102754143969734e-274
675, 1.851620812867183e-273
676, 5.609644119457062e-273
677, 1.6969794913796257e-272
678, 5.1259793485917946e-272
679, 1.5460980421087085e-271
680, 4.6564835150579844e-271
681, 1.4003639117233596e-270
682, 4.205198374208257e-270
683, 1.2609438170398419e-269
684, 3.7754575106672246e-269
685, 1.1287791214380199e-268
686, 3.369882858170141e-268
687, 1.0045880776616257e-267
688, 2.9904017195504377e-267
689, 8.888741250558613e-267
690, 2.638281461035135e-266
691, 7.819392810712365e-266
692, 2.314178681550473e-265
693, 6.839015786169509e-265
694, 2.01819947119378e-264
695, 5.947154700724678e-264
696, 1.749967360213989e-263
697, 5.141941397013538e-263
698, 1.5086956992959913e-262
699, 4.420327313530501e-262
700, 1.2932614768729266e-261
701, 3.7783159837853103e-261
702, 1.1022779394291102e-260
703, 3.2111880795884965e-260
704, 9.341638049715047e-260
705, 2.7137127270666254e-259
706, 7.8720731799293e-259
707, 2.2803402931399286e-258
708, 6.596238588067365e-258
709, 1.905373290318894e-257
710, 5.496062674048696e-257
711, 1.583113411596338e-256
712, 4.553674532233227e-256
713, 1.307983932960047e-255
714, 3.751752233477005e-255
715, 1.0746277726097817e-254
716, 3.0737956400913648e-254
717, 8.779823529855909e-254
718, 2.5043284943101648e-253
719, 7.13333067642044e-253
720, 2.029036281293907e-252
721, 5.763476149917783e-252
722, 1.6348475283972688e-251
723, 4.6309373971788965e-251
724, 1.3099668217416326e-250
725, 3.700430415071537e-250
726, 1.043867973838276e-249
727, 2.940634952436687e-249
728, 8.272555470588879e-249
729, 2.3240320444128255e-248
730, 6.520024146521201e-248
731, 1.8266770796273267e-247
732, 5.11070308617002e-247
733, 1.427929047813838e-246
734, 3.9841944004384813e-246
735, 1.1101537594695136e-245
736, 3.0891235046097797e-245
737, 8.58415866680699e-245
738, 2.3821621882950858e-244
739, 6.601716050925542e-244
740, 1.8270695232840051e-243
741, 5.04971441792572e-243
742, 1.3937756237079585e-242
743, 3.841793374635383e-242
744, 1.0575259181793227e-241
745, 2.9071316515874356e-241
746, 7.98097268424133e-241
747, 2.1880899675127414e-240
748, 5.990920124957682e-240
749, 1.6381047284271961e-239
750, 4.47311797842341e-239
751, 1.219832972011554e-238
752, 3.3220983067531055e-238
753, 9.035401503632108e-238
754, 2.454178021146144e-237
755, 6.657161042785022e-237
756, 1.8034214041861856e-236
757, 4.879005331270286e-236
758, 1.318232574991099e-235
759, 3.5569701101231076e-235
760, 9.585098402004952e-235
761, 2.5795376514212503e-234
762, 6.932930590700582e-234
763, 1.860896703768628e-233
764, 4.988372315860943e-233
765, 1.3354492160634378e-232
766, 3.5704960763696994e-232
767, 9.53373658983715e-232
768, 2.5423297572870365e-231
769, 6.770729964801735e-231
770, 1.8008383075201114e-230
771, 4.783549745519399e-230
772, 1.2690038703143028e-229
773, 3.3621215089343096e-229
774, 8.896156137333479e-229
775, 2.3508810024832192e-228
776, 6.204386975634327e-228
777, 1.635339063847853e-227
778, 4.304851417430384e-227
779, 1.131750411153988e-226
780, 2.9715703103127137e-226
781, 7.792286806049008e-226
782, 2.0407421200502615e-225
783, 5.3377265157815205e-225
784, 1.3943448857559584e-224
785, 3.637730351628285e-224
786, 9.478462799155163e-224
787, 2.4665682099948346e-223
788, 6.410573215827896e-223
789, 1.6639865584298303e-222
790, 4.313727179322214e-222
791, 1.1168790471869086e-221
792, 2.888091273538575e-221
793, 7.458777967464906e-221
794, 1.9238762314067952e-220
795, 4.95609876971067e-220
796, 1.2751369698943496e-219
797, 3.2766380355647434e-219
798, 8.409216412076917e-219
799, 2.1554537186421638e-218
800, 5.517961519722873e-218
801, 1.4108346057907964e-217
802, 3.602729766409393e-217
803, 9.18853120997042e-217
804, 2.3405611838336666e-216
805, 5.9546202540322e-216
806, 1.5130350223629322e-215
807, 3.839771655262753e-215
808, 9.732490532151703e-215
809, 2.463799828165885e-214
810, 6.229459318618951e-214
811, 1.573111305120326e-213
812, 3.9676501882878094e-213
813, 9.994769478001855e-213
814, 2.5146545320569547e-212
815, 6.319033719820804e-212
816, 1.5859535610522731e-211
817, 3.975560456594836e-211
818, 9.953481436557624e-211
819, 2.4889780197879786e-210
820, 6.216374371373292e-210
821, 1.5506863230898597e-209
822, 3.863510449742971e-209
823, 9.614179102150874e-209
824, 2.3895435438366365e-208
825, 5.931860821547524e-208
826, 1.4707567751244954e-207
827, 3.642212666816524e-207
828, 9.008757900528237e-207
829, 2.2255652810974929e-206
830, 5.491515295998482e-206
831, 1.3533842751149529e-205
832, 3.3314074464352538e-205
833, 8.190543157624655e-205
834, 2.0112988473415244e-204
835, 4.933101843538341e-204
836, 1.2084919348763943e-203
837, 2.9569790712389757e-203
838, 7.226602789852803e-203
839, 1.7640146023397005e-202
840, 4.300835601895585e-202
841, 1.047337849308809e-201
842, 2.5474440800237314e-201
843, 6.188808393698465e-201
844, 1.5017392879512203e-200
845, 3.6397184162415016e-200
846, 8.811044109288757e-200
847, 2.130462613439491e-199
848, 5.1452681984949535e-199
849, 1.2411671696722366e-198
850, 2.9904827805735744e-198
851, 7.196837525996809e-198
852, 1.7299440438070423e-197
853, 4.1534881614480125e-197
854, 9.960589876630072e-197
855, 2.385881645302056e-196
856, 5.70827758128527e-196
857, 1.3641251442787575e-195
858, 3.2560935844804897e-195
859, 7.763072946464552e-195
860, 1.8486945807412127e-194
861, 4.3973594673125923e-194
862, 1.0447554743694459e-193
863, 2.4793270121768745e-193
864, 5.876923288121399e-193
865, 1.3914380224355615e-192
866, 3.2906063163374835e-192
867, 7.772966246659653e-192
868, 1.8339901927598686e-191
869, 4.322223147035027e-191
870, 1.0174612649578361e-190
871, 2.392377348603323e-190
872, 5.618794506815423e-190
873, 1.3181318613920169e-189
874, 3.0887117301262255e-189
875, 7.229350426628226e-189
876, 1.6901495061338892e-188
877, 3.946894171677499e-188
878, 9.206422851477991e-188
879, 2.1450232081700312e-187
880, 4.992054011741454e-187
881, 1.1604684013674e-186
882, 2.694602365081251e-186
883, 6.249768565896873e-186
884, 1.4479101835926346e-185
885, 3.3506441310722916e-185
886, 7.745055508384726e-185
887, 1.7882608434248403e-184
888, 4.1242772605138713e-184
889, 9.50114716481363e-184
890, 2.1863313925333116e-183
891, 5.025372269256155e-183
892, 1.1538074447812092e-182
893, 2.646133983103017e-182
894, 6.061837133550766e-182
895, 1.387110888213623e-181
896, 3.170539173060876e-181
897, 7.23886758798727e-181
898, 1.650913231650383e-180
899, 3.760923579997482e-180
900, 8.558190546481106e-180
901, 1.945302357288683e-179
902, 4.416828412115825e-179
903, 1.0017347273560325e-178
904, 2.2694167274621889e-178
905, 5.135652439598978e-178
906, 1.160906864933808e-177
907, 2.6213200213711225e-177
908, 5.912404629701165e-177
909, 1.3320797229526006e-176
910, 2.9979112885787842e-176
911, 6.739541513736114e-176
912, 1.5134409013287195e-175
913, 3.394881671323929e-175
914, 7.606912103802284e-175
915, 1.7026181408293636e-174
916, 3.806727022290619e-174
917, 8.501828725899633e-174
918, 1.8967042734911533e-173
919, 4.226823016436957e-173
920, 9.409275584431874e-173
921, 2.092312312367247e-172
922, 4.6475657437409836e-172
923, 1.031225855166231e-171
924, 2.285660769889039e-171
925, 5.060576493763768e-171
926, 1.1192290128766779e-170
927, 2.472687182707962e-170
928, 5.4569648170151526e-170
929, 1.2029993482510075e-169
930, 2.6491856615231843e-169
931, 5.827639349944541e-169
932, 1.2805799773272176e-168
933, 2.8109622653457687e-168
934, 6.163651733861296e-168
935, 1.3500704546477669e-167
936, 2.9540003110199723e-167
937, 6.456555642440891e-167
938, 1.4097042596726014e-166
939, 3.074626542927329e-166
940, 6.698760808424171e-166
941, 1.4579237126083146e-165
942, 3.169668538664868e-165
943, 6.883861258952528e-165
944, 1.49344786634725e-164
945, 3.2365938944786267e-164
946, 7.006917860346832e-164
947, 1.5153292268217516e-163
948, 3.2736226334662777e-163
949, 7.064677716898308e-163
950, 1.5229957857073826e-162
951, 3.2798058560769968e-162
952, 7.055716799628449e-162
953, 1.5162757613464347e-161
954, 3.2550657853638365e-161
955, 6.9804970978343e-161
956, 1.4954035623810432e-160
957, 3.200194875401284e-160
958, 6.841335182481787e-160
959, 1.4610067209302637e-159
960, 3.1168143379816226e-159
961, 6.642284874282951e-159
962, 1.4140747840474494e-158
963, 3.0072950755243803e-158
964, 6.38894223513794e-158
965, 1.3559123002661679e-157
966, 2.87464636743859e-157
967, 6.088185895052389e-157
968, 1.2880789992830386e-156
969, 2.722379556793723e-156
970, 5.747869414749502e-156
971, 1.2123209641004956e-155
972, 2.554355282381462e-155
973, 5.3764847053693396e-155
974, 1.1304969893818205e-154
975, 2.3746234197508235e-154
976, 4.9828163561999876e-154
977, 1.0445043907355517e-153
978, 2.1872648182283196e-153
979, 4.5756060753162444e-153
980, 9.562082900242492e-153
981, 1.9962431987489585e-152
982, 4.163244471522617e-152
983, 8.673778919300592e-152
984, 1.8052743116597116e-151
985, 3.753504355612772e-151
986, 7.796325476969701e-151
987, 1.617717788939625e-150
988, 3.353325943064043e-150
989, 6.943995481700647e-150
990, 1.4364952269202176e-149
991, 2.9686601662319036e-149
992, 6.128846794798876e-149
993, 1.2640360761077354e-148
994, 2.6043721165686142e-148
995, 5.360556879124707e-148
996, 1.1022510530569904e-147
997, 2.2642027649564382e-147
998, 4.646380022670847e-147
999, 9.52531159804198e-147
1000, 1.9507838152772083e-146
1001, 3.991214039648738e-146
1002, 8.157690971264985e-146
1003, 1.6656980168650624e-145
1004, 3.3977585045221086e-145
1005, 6.923989469907907e-145
1006, 1.4095755898972972e-144
1007, 2.866743602887001e-144
1008, 5.824494939200858e-144
1009, 1.1822166140229865e-143
1010, 2.397207550019472e-143
1011, 4.856064354536902e-143
1012, 9.827292290605308e-143
1013, 1.986801047497644e-142
1014, 4.0127894923824296e-142
1015, 8.096741754090265e-142
1016, 1.6320991252340632e-141
1017, 3.286665691721031e-141
1018, 6.612074004560521e-141
1019, 1.328903587963501e-140
1020, 2.6682299491626687e-140
1021, 5.352139995974122e-140
1022, 1.0725227702309346e-139
1023, 2.147142359171229e-139
1024, 4.294284718339293e-139
1025, 8.58019034454737e-139
1026, 1.712692965462651e-138
1027, 3.415379935021877e-138
1028, 6.804181037862877e-138
1029, 1.3542237867379213e-137
1030, 2.6926702089694256e-137
1031, 5.348776515976796e-137
1032, 1.0614626264266104e-136
1033, 2.104429292275401e-136
1034, 4.1681539560731295e-136
1035, 8.247709470573763e-136
1036, 1.6304352312475496e-135
1037, 3.2199916620974726e-135
1038, 6.35312420421958e-135
1039, 1.2522808826020588e-134
1040, 2.466030045738747e-134
1041, 4.851517323418047e-134
1042, 9.535419844866027e-134
1043, 1.8723432255333378e-133
1044, 3.6729491627282275e-133
1045, 7.198277402164655e-133
1046, 1.4093759196595147e-132
1047, 2.7568308342543568e-132
1048, 5.3873946073959284e-132
1049, 1.0518002055245945e-131
1050, 2.0515112580125323e-131
1051, 3.9976166093345296e-131
1052, 7.782432334522552e-131
1053, 1.513620267911469e-130
1054, 2.94107619419409e-130
1055, 5.709311891669872e-130
1056, 1.1072604880816709e-129
1057, 2.1453826675390847e-129
1058, 4.1528768460487387e-129
1059, 8.031248140429531e-129
1060, 1.5516977539246593e-128
1061, 2.9951715363232735e-128
1062, 5.775999346881427e-128
1063, 1.1128171836703365e-127
1064, 2.1419639024041435e-127
1065, 4.119006640490961e-127
1066, 7.913438648890815e-127
1067, 1.5189055625987093e-126
1068, 2.912657857866225e-126
1069, 5.580096625737487e-126
1070, 1.0680409242538497e-125
1071, 2.0423415619701086e-125
1072, 3.9017868646615166e-125
1073, 7.447212953239011e-125
1074, 1.4201016879189709e-124
1075, 2.705458843584564e-124
1076, 5.149423523846976e-124
1077, 9.792032847584275e-124
1078, 1.8603045706729516e-123
1079, 3.530958072969303e-123
1080, 6.695742716154749e-123
1081, 1.2685366403971541e-122
1082, 2.4010748979035125e-122
1083, 4.540536833708864e-122
1084, 8.57843121350717e-122
1085, 1.6192283064757873e-121
1086, 3.0535723495967237e-121
1087, 5.753188750664433e-121
1088, 1.082953176596527e-120
1089, 2.036628196205926e-120
1090, 3.826618849384998e-120
1091, 7.183240516537916e-120
1092, 1.3471864998050134e-119
1093, 2.5242799191229303e-119
1094, 4.7255258449366245e-119
1095, 8.838243772074945e-119
1096, 1.6515258435420173e-118
1097, 3.0832497060831543e-118
1098, 5.75090655561016e-118
1099, 1.0716885009906912e-117
1100, 1.995289136390428e-117
1101, 3.71149150892621e-117
1102, 6.897581316038439e-117
1103, 1.28071138125622e-116
1104, 2.3758124174028624e-116
1105, 4.403315684020599e-116
1106, 8.153698481802351e-116
1107, 1.50847104703875e-115
1108, 2.7882208522868786e-115
1109, 5.14903183542972e-115
1110, 9.500195674737744e-115
1111, 1.751251191887717e-114
1112, 3.22532593613643e-114
1113, 5.93483155185125e-114
1114, 1.0910713660847054e-113
1115, 2.004048571966293e-113
1116, 3.677680533502557e-113
1117, 6.742963055163669e-113
1118, 1.2352046813024975e-112
1119, 2.2606784515687215e-112
1120, 4.1338120257241904e-112
1121, 7.552227501054402e-112
1122, 1.3785171053629702e-111
1123, 2.5139831093346996e-111
1124, 4.580638263268695e-111
1125, 8.338797478376692e-111
1126, 1.5166835910942138e-110
1127, 2.756138415759168e-110
1128, 5.004052726492902e-110
1129, 9.077325052126761e-110
1130, 1.6451647528095726e-109
1131, 2.9790428061474067e-109
1132, 5.389646348937817e-109
1133, 9.7422733650701e-109
1134, 1.7594511333025485e-108
1135, 3.1747629259924347e-108
1136, 5.723516260944228e-108
1137, 1.0309376695187837e-107
1138, 1.855325436885187e-107
1139, 3.336002190288404e-107
1140, 5.993098671676651e-107
1141, 1.075711312847933e-106
1142, 1.9291215137581017e-106
1143, 3.4565536834410374e-106
1144, 6.187956244481677e-106
1145, 1.106806496829662e-105
1146, 1.977957858209161e-105
1147, 3.531698076385439e-105
1148, 6.300450923725311e-105
1149, 1.123004655507085e-104
1150, 1.9999248125918964e-104
1151, 3.5585108741864817e-104
1152, 6.326241554110097e-104
1153, 1.1236897400528936e-103
1154, 1.9942084814826536e-103
1155, 3.536051056338954e-103
1156, 6.264561040991318e-103
1157, 1.1088868636088574e-102
1158, 1.96114015256501e-102
1159, 3.465414178131964e-102
1160, 6.118248480012887e-102
1161, 1.0792569239507544e-101
1162, 1.9021671086492927e-101
1163, 3.349645948854056e-101
1164, 5.89353514025121e-101
1165, 1.036048065856569e-100
1166, 1.8197482323080168e-100
1167, 3.1935256039119115e-100
1168, 5.59960653837272e-100
1169, 9.810089127949064e-100
1170, 1.7171848319702036e-99
1171, 3.0032404234635697e-99
1172, 5.24798326556841e-99
1173, 9.162719290614633e-99
1174, 1.5984028200329708e-98
1175, 2.7859821067489175e-98
1176, 4.8517783627692086e-98
1177, 8.442176794349923e-98
1178, 1.4677061184061205e-97
1179, 2.5495013829539757e-97
1180, 4.4248973154953503e-97
1181, 7.673318968783239e-97
1182, 1.3295226098196632e-96
1183, 2.301658753096092e-96
1184, 3.98124757292335e-96
1185, 6.880670910831745e-96
1186, 1.1881630712813904e-95
1187, 2.0500067143924896e-95
1188, 3.534018308990198e-95
1189, 6.087190493519539e-95
1190, 1.0476105992211289e-94
1191, 1.8014328356036255e-94
1192, 3.0950792343265654e-94
1193, 5.313262591700883e-94
1194, 9.113535835693402e-94
1195, 1.5618846352720592e-93
1196, 2.6745315493615502e-93
1197, 4.575973778688392e-93
1198, 7.82269974854354e-93
1199, 1.3361875800684617e-92
1200, 2.280426803317188e-92
1201, 3.8886878377932294e-92
1202, 6.625651157909782e-92
1203, 1.127957902860149e-91
1204, 1.9186526453946773e-91
1205, 3.260913375741426e-91
1206, 5.537604140560388e-91
1207, 9.396034200393586e-91
1208, 1.5929700366238842e-90
1209, 2.6984306327596425e-90
1210, 4.567261104045029e-90
1211, 7.723989051262426e-90
1212, 1.3051757076714064e-89
1213, 2.2036272459252527e-89
1214, 3.717486490658464e-89
1215, 6.26618299000876e-89
1216, 1.0553571351606605e-88
1217, 1.7759830836542132e-88
1218, 2.9862178615151663e-88
1219, 5.017041985544209e-88
1220, 8.42205080852428e-88
1221, 1.4126421012170472e-87
1222, 2.367504929045738e-87
1223, 3.9645544519105635e-87
1224, 6.633502873783976e-87
1225, 1.1090133784089735e-86
1226, 1.852576997537185e-86
1227, 3.092157857340255e-86
1228, 5.156953820718402e-86
1229, 8.593524348919626e-86
1230, 1.430856737120209e-85
1231, 2.3804992669597266e-85
1232, 3.957193586630338e-85
1233, 6.572856825155004e-85
1234, 1.0908598685515498e-84
1235, 1.808972478376756e-84
1236, 2.9973912910262467e-84
1237, 4.962536268403475e-84
1238, 8.20942994967523e-84
1239, 1.3569743774757066e-83
1240, 2.241196391187233e-83
1241, 3.698606131467711e-83
1242, 6.098828790047257e-83
1243, 1.0048593211615163e-82
1244, 1.6543021621695065e-82
1245, 2.7212938378480054e-82
1246, 4.472881043269779e-82
1247, 7.345998698164525e-82
1248, 1.205497222263847e-81
1249, 1.9766679833446452e-81
1250, 3.238572823909498e-81
1251, 5.301836245697888e-81
1252, 8.672652261334505e-81
